ULTIMATE_PARENT_NUM_JS,LOCATION_NUMBER,COMPANY_NAME,ADDRESS,CITY,STATE_ABBR,ZIP,ZIP4,STATE_CODE,COUNTY_CODE,CARRIER_ROUTE,CBSA_CODE,CBSA_DESC,CBSA_LEVEL,CSA_CODE,MSA_CODE,ADDRESS_TYPE_IND,PRIMARY_MAIL_SCORE,PRIMARY_MAIL_CONF,LATITUDE,LONGITUDE,SECONDARY_ADDRESS,SECONDARY_CITY,SECONDARY_STATE,SECONDARY_ZIP,SECONDARY_ZIP4,SECONDARY_CRRT,SECONDARY_MAIL_SCORE,SECONDARY_MAIL_CONF,PHONE,CONTACT_LAST_NAME,CONTACT_FIRST_NAME,CONTACT_PROF_TITLE,CONTACT_TITLE_CODE,PRIMARY_SIC,PRIMARY_SIC_DESC,SECONDARY_SIC_1,SECONDARY_SIC_DESC,NAICS_CODE,NAICS_DESC,EMPLOYEE_SIZE,EMP_DERIVATION_FLAG,NUMBER_EMPLOYEES,SALES_VOLUME,EST_SALES_VOLUME,EST_TOTAL_SALES_VOL,HEADQUARTERS_CODE,PUBLIC_CO_INDICATOR,FORTUNE_RANK,PRIMARY_URL,YEAR_ESTABLISHED_CCYY,MATCH TYPE,MATCH SCORE,YEAR_APPEARANCE,NEW_ADD_DATE,LAST_MOD_DATE_CCYY,ACTION_CODE,KEY CODES,KEY CODES_2,CORPORATION_DATE,FILING_TYPE,DB_FILE_CODE,SUBSIDIARY_NUMBER,ULTIMATE_PARENT_NUM,BLANK_FIELD,Client_Master Record ID,Client_Source,Client_Source ID,Client_Cluster_ID,Client_Name,Client_Address,Client_City,Client_State,Client_Zip,Client_Country
832808539,832808539,FISERV INC,PO BOX 979,BROOKFIELD,WI,53008,979,55,133,B050,33340,"MILWAUKEE, WI",2,376,,F,1C,1,43.035094,-88.140099,255 FISERV DR,BROOKFIELD,WI,53045,5817,C092,2C,2,2628795000,YABUKI,JEFFERY W,,C,737401,DATA PROCESSING SERVICE,481302,FINANCIAL ADVISORY SERVICES,51821008,"DATA PROCESSING, HOSTING & RELATED SERVICES",H,A,600,,,4814000,1,1,508,FISERV.COM,1984,B,100,1989,201502,201502,,,,,,U,,832808539,,A0010960,CSDA,A0419003032,10946,FISERV SOLUTIONS INC,255 FISERV DR,BROOKFIELD,WI,53045-5815,USA
828639484,828639484,MID FIRST BANK,501 NW GRAND BLVD,OKLAHOMA CITY,OK,73118,6037,40,109,C061,36420,"OKLAHOMA CTY, OK",2,416,,S,4D,4,35.529129,-97.519031,,,,,,,,,4058407600,RECORDS,GEORGE J,,C,602101,BANKS,,,52211002,COMMERCIAL BANKING,F,A,125,,,9509064,1,,,MIDFIRST.COM,1911,B,100,2006,201106,201502,V,,,,,U,,828639484,,A0178318,CSDA,1-32LX-751,176874,MID FIRST BANK,501 NW GRAND BLVD,OKLAHOMA CITY,OK,73118-6108,USA
828639484,828639484,MID FIRST BANK,501 NW GRAND BLVD,OKLAHOMA CITY,OK,73118,6037,40,109,C061,36420,"OKLAHOMA CTY, OK",2,416,,S,4D,4,35.529129,-97.519031,,,,,,,,,4058407600,RECORDS,GEORGE J,,C,602101,BANKS,,,52211002,COMMERCIAL BANKING,F,A,125,,,9509064,1,,,MIDFIRST.COM,1911,B,99,2006,201106,201502,V,,,,,U,,828639484,,A0052641,CSDA,A0000021368,52486,MIDFIRST BANK SSB,501 NW GRAND BLVD,OKLAHOMA CITY,OK,73118-6112,USA
828639484,828639484,MID FIRST BANK,501 NW GRAND BLVD,OKLAHOMA CITY,OK,73118,6037,40,109,C061,36420,"OKLAHOMA CTY, OK",2,416,,S,4D,4,35.529129,-97.519031,,,,,,,,,4058407600,RECORDS,GEORGE J,,C,602101,BANKS,,,52211002,COMMERCIAL BANKING,F,A,125,,,9509064,1,,,MIDFIRST.COM,1911,D,81,2006,201106,201502,V,,,,,U,,828639484,,A0006139,CSDA,D0424000854,6134,MIDLAND FINANCIAL CO,501 NW GRAND BLVD,OKLAHOMA CITY,OK,73118-6112,USA
827077413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826280844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823121272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822920419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820452373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818976912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818612996,818612996,ELIZABETH ARDEN INC,2400 SW 145TH AVE # 200,MIRAMAR,FL,33027,4228,12,11,C078,33100,"MIAMI-FT LDR, FL",2,370,,H,1C,1,25.985824,-80.339464,,,,,,,,,9543646900,BEATTIE,E SCOTT,,C,599992,COSMETICS & PERFUMES-RETAIL,284403,SHOES-MANUFACTURERS,44612001,"COSMETICS, BEAUTY SUPPLIES & PERFUME STORES",E,A,85,,,1164304,1,1,,ELIZABETHARDEN.COM,1959,B,100,1987,201202,201502,,,,,,U,,818612996,,A0194769,CSDA,1-2PTA-1293,193138,ELIZABETH ARDEN INC,2400 SW 145TH AVE,MIRAMAR,FL,33027-4145,USA
817351810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816436463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816117014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815435516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814701538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813716255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812580801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810754283,810754283,HEALTH MARKETS INC,9151 BOULEVARD 26 # B-1B,N RICHLAND HILLS,TX,76180,5798,48,439,R123,19100,"DALLAS F WTH, TX",2,206,,H,1C,1,32.854283,-97.188048,,,,,,,,,8172555200,FASOLA,KENNETH J,,C,641133,INSURANCE-HOLDING COMPANIES,632198,INSURANCE,52429819,ALL OTHER INSURANCE RELATED ACTIVITIES,G,A,400,,,458741,1,,,HEALTHMARKETSINC.COM,1984,B,100,1995,201412,201412,L,,,,,U,,810754283,,A0273642,SFDC,001i000001Cagu4AAB,268352,Health Markets,9151 Grapevine Hwy,FORT WORTH,TX,76180-5699,USA
810754283,810754283,HEALTH MARKETS INC,9151 BOULEVARD 26 # B-1B,N RICHLAND HILLS,TX,76180,5798,48,439,R123,19100,"DALLAS F WTH, TX",2,206,,H,1C,1,32.854283,-97.188048,,,,,,,,,8172555200,FASOLA,KENNETH J,,C,641133,INSURANCE-HOLDING COMPANIES,632198,INSURANCE,52429819,ALL OTHER INSURANCE RELATED ACTIVITIES,G,A,400,,,458741,1,,,HEALTHMARKETSINC.COM,1984,B,100,1995,201412,201412,L,,,,,U,,810754283,,A0172414,CSDA,1-37217557,171038,HEALTH MARKETS INC,9151 BOULEVARD 26,NORTH RICHLAND HILLS,TX,76180-5605,USA
810754283,810754283,HEALTH MARKETS INC,9151 BOULEVARD 26 # B-1B,N RICHLAND HILLS,TX,76180,5798,48,439,R123,19100,"DALLAS F WTH, TX",2,206,,H,1C,1,32.854283,-97.188048,,,,,,,,,8172555200,FASOLA,KENNETH J,,C,641133,INSURANCE-HOLDING COMPANIES,632198,INSURANCE,52429819,ALL OTHER INSURANCE RELATED ACTIVITIES,G,A,400,,,458741,1,,,HEALTHMARKETSINC.COM,1984,B,97,1995,201412,201412,L,,,,,U,,810754283,,A0141283,CSDA,1-4A39-64,140229,HEALTHMARKETS,9151 BOULEVARD 26,NORTH RICHLAND HILLS,TX,76180-5600,USA
808985857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808058473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807658018,807658018,NEWS CORP,1211 AVENUE OF THE AMERICAS,NEW YORK,NY,10036,8701,36,61,C019,35620,"NW YRK, NY-NJ-PA",2,408,,H,3B,3,40.758652,-73.98132,,,,,,,,,2124163400,THOMSON,ROBERT,,C,271101,NEWSPAPERS (PUBLISHERS/MFRS),272198,TELEVISION STATIONS & BROADCASTING CO,51111003,NEWSPAPER PUBLISHERS,I,A,2000,,,8574000,1,1,,NEWSCORP.COM,1986,B,100,1989,201502,201502,,,,,,U,,807658018,,A0091298,CSDA,1-6667504,90897,NEWS CORPORATION,1211 AVENUE OF THE AMERICAS,NEW YORK,NY,10036-8701,USA
807587191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807273925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802366146,802366146,WEBSTER FINANCIAL CORP,PO BOX 191,WATERBURY,CT,6720,191,9,9,B009,35300,"NEW HAVEN, CT",2,408,,H,1C,1,41.553808,-73.041076,145 BANK ST,WATERBURY,CT,6702,2211,C022,2D,2,2035782202,SMITH,JAMES C,,C,671201,HOLDING COMPANIES (BANK),628203,FINANCIAL ADVISORY SERVICES,55111101,OFFICES OF BANK HOLDING COMPANIES,F,A,150,,,20852999,1,1,,WEBSTERONLINE.COM,1935,B,100,1988,201412,201412,V,,,,,U,,802366146,,A0199883,CSDA,1-29381434,198199,WEBSTER FINANCIAL CORP,145 BANK ST,WATERBURY,CT,06702-2211,USA
801395724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801326752,801326752,US DEPT OF STATE,2201 C ST NW,WASHINGTON,DC,20520,99,11,1,C000,47900,"WSH, DC-VA-MD-WV",2,548,,H,1H,1,38.893539,-77.049978,,,,,,,,,2026474000,CLINTON,HILLARY R,,C,972101,FEDERAL GOVERNMENT-INTERNATIONAL AFFAIRS,874213,GOVERNMENT OFFICES-US,92812003,INTERNATIONAL AFFAIRS,B,C,7,,,,1,,,STATE.GOV,,B,100,1989,199706,201502,A,,,,,U,,801326752,,A0241490,CSDA,1-14854576,239362,US DEPARTMENT OF STATE,2201 C ST NW,WASHINGTON,DC,20520-0001,USA
801257445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801221433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801175985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800845174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720287200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719335648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718325129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718274327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718187545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717245740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716340401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716340096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715330908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714539558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712485812,712485812,FARM CREDIT BANK OF TEXAS,PO BOX 202590,AUSTIN,TX,78720,2590,48,453,B025,12420,"AUSTIN, TX",2,0,,H,1C,1,30.346365,-97.800875,4801 PLAZA ON THE LK # 1200,AUSTIN,TX,78746,1081,R162,1C,1,5124650400,DOYLE,LARRY R,,C,614101,LOANS,602101,BANKS,52229103,CONSUMER LENDING,F,A,200,,,16500000,1,,,FARMCREDITBANK.COM,1916,B,100,1984,201406,201502,,,,,,U,,712485812,,A0237107,CSDA,1-16472659,235031,FARM CREDIT BANK OF TEXAS,4801 PLAZA ON THE LK,AUSTIN,TX,78746-1073,USA
712464213,712464213,FIRST BANK OF CONROE NA,PO BOX 1280,CONROE,TX,77305,1280,48,339,B099,26420,"HOUSTON, TX",2,288,,S,1C,1,30.329501,-95.504668,1800 W WHITE OAK TER,CONROE,TX,77304,3589,R082,1C,1,9367601888,BAKER,SAM W,,C,602101,BANKS,616201,REAL ESTATE LOANS,52211002,COMMERCIAL BANKING,B,C,7,,,217600,1,,,FBOC.COM,1985,B,100,1985,198703,201405,V,,,,,U,,712464213,,A0234279,CSDA,1-176621914,232228,FIRST BANK OF CONROE,1800 W WHITE OAK TER,CONROE,TX,77304-3589,USA
712464213,712464213,FIRST BANK OF CONROE NA,PO BOX 1280,CONROE,TX,77305,1280,48,339,B099,26420,"HOUSTON, TX",2,288,,S,1C,1,30.329501,-95.504668,1800 W WHITE OAK TER,CONROE,TX,77304,3589,R082,1C,1,9367601888,BAKER,SAM W,,C,602101,BANKS,616201,REAL ESTATE LOANS,52211002,COMMERCIAL BANKING,B,C,7,,,217600,1,,,FBOC.COM,1985,D,82,1985,198703,201405,V,,,,,U,,712464213,,A0130411,CSDA,1-4BVY-369,129422,FAST BANK,1800 W WHITE OAK TER,CONROE,TX,77304-3589,USA
711379982,711379982,ACXIOM CORP,PO BOX 8190,LITTLE ROCK,AR,72203,8190,5,119,B062,30780,"LITTLE ROCK, AR",2,340,,S,1C,1,34.745329,-92.26471,601 E 3RD ST,LITTLE ROCK,AR,72201,1709,C058,1C,1,5013421000,HOWE,SCOTT E,,C,737401,DATA PROCESSING SERVICE,481302,COMPUTERS-SYSTEM DESIGNERS & CONSULTANTS,51821008,"DATA PROCESSING, HOSTING & RELATED SERVICES",I,A,1500,,,1097545,1,1,,ACXIOM.COM,1969,B,98,1988,201209,201502,,,,,,U,,711379982,,A0312731,SFDC,001i000001CdICYAA3,298345,Acxiom-Skype,601 E 3rd St,Little Rock,AR,72201-1709,USA
711379982,711379982,ACXIOM CORP,PO BOX 8190,LITTLE ROCK,AR,72203,8190,5,119,B062,30780,"LITTLE ROCK, AR",2,340,,S,1C,1,34.745329,-92.26471,601 E 3RD ST,LITTLE ROCK,AR,72201,1709,C058,1C,1,5013421000,HOWE,SCOTT E,,C,737401,DATA PROCESSING SERVICE,481302,COMPUTERS-SYSTEM DESIGNERS & CONSULTANTS,51821008,"DATA PROCESSING, HOSTING & RELATED SERVICES",I,A,1500,,,1097545,1,1,,ACXIOM.COM,1969,B,95,1988,201209,201502,,,,,,U,,711379982,,A0270582,SFDC,001i000000slSRnAAM,266161,Acxiom Interim Holdings Inc.,601 E. Third Street,LITTLE ROCK,AR,72202-2289,USA
710972100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705711182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704983147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703431965,703431965,GUARDIAN SAVINGS BANK FSB,6100 W CHESTER RD,WEST CHESTER,OH,45069,2943,39,17,R036,17140,"CINCINNATI, OH",2,178,,S,1C,1,39.327394,-84.420086,,,,,,,,,5139423500,BURKHART,RICHARD,,2,602101,BANKS,614101,REAL ESTATE LOANS,52211002,COMMERCIAL BANKING,D,A,20,,,90624,1,,,GUARDIANSAVINGSBANK.COM,1895,D,79,2007,201411,201411,,,,,,U,,703431965,,A0070966,CSDA,1-9797346,70707,PEOPLES COMMUNITY BANK,6100 W CHESTER RD,WEST CHESTER,OH,45069-2943,USA
703118752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
701264368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700416356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699546206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698903515,698903515,GOOD SAM ENTERPRISES LLC,250 PARKWAY DR # 270,LINCOLNSHIRE,IL,60069,4346,17,97,R001,16980,"CHICAGO-NPVL, IL",2,176,,H,1C,1,42.179633,-87.929131,,,,,,,,,8472296720,LEMONIS,MARCUS A,,C,751901,RECREATIONAL VEHICLES-RENTING & LEASING,501210,RETAIL SHOPS,53212008,"TRUCK, UTILITY TRAILER & RV RENTAL & LEASING",A,C,2,,,518742,1,,,GOODSAMCLUB.COM,1966,B,100,2006,201411,201502,A,,,,,U,,698903515,,A0139270,CSDA,1-4B9I-3667,138228,GOOD SAM ENTERPRISES LLC,250 PARKWAY DR,LINCOLNSHIRE,IL,60069-4346,USA
698762598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698194107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698026986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698026416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698026382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697637734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697584431,697584431,FCA US LLC,PO BOX 218004,AUBURN HILLS,MI,48321,8004,26,125,B198,19820,"DETROIT-WRN, MI",2,220,,S,1C,1,42.656542,-83.233894,1000 CHRYSLER DR,AUBURN HILLS,MI,48326,2766,C009,1C,1,3139567729,MARCHIONNE,SERGIO,,C,371102,AUTOMOBILE-MANUFACTURERS,999966,FEDERAL GOVERNMENT CONTRACTORS,33611103,AUTOMOBILE MANUFACTURING,C,C,17,,,72144000,1,,,FCANORTHAMERICA.COM,2009,D,81,2009,200906,201501,A,,,,,U,,697584431,,A0143231,CSDA,1-467887897,142171,FIAT CARS USA,1000 CHRYSLER DRIVE,AUBURN HILL,MI,Unspecified,USA
697490134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697488609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697382786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696701994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696541903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696332261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696241397,696241397,LAKE CRYSTAL BANCORP INC,PO BOX 270,LAKE CRYSTAL,MN,56055,270,27,13,B003,31860,"MANKATO, MN",2,359,,S,1C,1,44.108275,-94.218572,202 N MAIN ST,LAKE CRYSTAL,MN,56055,2112,R777,4D,4,5077262137,OLSON,STEVE,,C,671201,HOLDING COMPANIES (BANK),,,55111101,OFFICES OF BANK HOLDING COMPANIES,A,C,2,,,109717,1,,,MINNSTARBANK.COM,,B,90,2009,200905,201405,A,,,,,U,,696241397,,A0049192,CSDA,A0000025733,49054,LAKE CRYSTAL NATL BANK,202 N MAIN ST,LAKE CRYSTAL,MN,56055-2112,USA
696241298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696241173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696241025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696240829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696225960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695452102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695421792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695322727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695080515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694990417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694975384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694974130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694675398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694674300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694674201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694674177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694674151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694673849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694625666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694582974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694528316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693673659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693604407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692477698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
692477466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691928592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691473003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691393060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691364210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691070205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690502323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689653863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689652964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689652204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
